eventCodeList	urn:uuid:2c6b8cb7-8b2a-4051-b291-b1ae6a575ef4																											
code	display	codingScheme	system	valueSet	valueSetIdentifier	deprecated	submitter	date	ref	comment	category																	
1.2.840.10065.1.12.1.12	Interpreter Signature	1.2.840.10065.1.12	urn:oid:1.2.840.10065.12			no	felhofer.lynn@gmail.com	2018.03.02	ITI TF-3: 5.5.6.1.4  and Table 5.5.2-1	Lynn:  for DSG; note codingScheme is for ASTM	eventCodeList																	
1.2.840.10065.1.12.1.13	Review Signature	1.2.840.10065.1.12	urn:oid:1.2.840.10065.12			no	felhofer.lynn@gmail.com	2018.03.02	ITI TF-3: 5.5.6.1.4  and Table 5.5.2-1	Lynn:  for DSG; note codingScheme is for ASTM	eventCodeList																	
1.2.840.10065.1.12.1.14	Source Signature	1.2.840.10065.1.12	urn:oid:1.2.840.10065.12			no	felhofer.lynn@gmail.com	2018.03.02	ITI TF-3: 5.5.6.1.4  and Table 5.5.2-1	Lynn:  for DSG; note codingScheme is for ASTM	eventCodeList																	
1.2.840.10065.1.12.1.15	Addendum Signature	1.2.840.10065.1.12	urn:oid:1.2.840.10065.12			no	felhofer.lynn@gmail.com	2018.03.02	ITI TF-3: 5.5.6.1.4  and Table 5.5.2-1	Lynn:  for DSG; note codingScheme is for ASTM	eventCodeList																	
1.2.840.10065.1.12.1.16	Modification Signature	1.2.840.10065.1.12	urn:oid:1.2.840.10065.12			no	felhofer.lynn@gmail.com	2018.03.02	ITI TF-3: 5.5.6.1.4  and Table 5.5.2-1	Lynn:  for DSG; note codingScheme is for ASTM	eventCodeList																	
1.2.840.10065.1.12.1.17	Administrative (Error/Edit) Signature	1.2.840.10065.1.12	urn:oid:1.2.840.10065.12			no	felhofer.lynn@gmail.com	2018.03.02	ITI TF-3: 5.5.6.1.4  and Table 5.5.2-1	Lynn:  for DSG; note codingScheme is for ASTM	eventCodeList																	
1.2.840.10065.1.12.1.18	Timestamp Signature	1.2.840.10065.1.12	urn:oid:1.2.840.10065.12			no	felhofer.lynn@gmail.com	2018.03.02	ITI TF-3: 5.5.6.1.4  and Table 5.5.2-1	Lynn:  for DSG; note codingScheme is for ASTM	eventCodeList																	
AR	Autorefraction	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
BMD	Bone Mineral Densitometry	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
BDUS	Ultrasound Bone Densitometry	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
EPS	Cardiac Electrophysiology	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
CR	Computed Radiography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
CT	Computed Tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
DOCD	Document Digitizer Equipment	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	felhofer.lynn@gmail.com	2018.03.02	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
DX	Digital Radiography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
ECG	Electrocardiography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
ES	Endoscopy	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
FILMD	Film Digitizer	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	felhofer.lynn@gmail.com	2018.03.02	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
GM	General Microscopy	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
HD	Hemodynamic Waveform	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
IO	Intra-oral Radiography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
IVOCT	Intravascular Optical Coherence Tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
IVUS	Intravascular Ultrasound	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
KER	Keratometry	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
LEN	Lensometry	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
KO	Key Object Selection	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	felhofer.lynn@gmail.com	2018.03.02	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
MG	Mammography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
MR	Magnetic Resonance	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
NM	Nuclear Medicine	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OAM	Ophthalmic Axial Measurements	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OCT	Optical Coherence Tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OPM	Ophthalmic Mapping	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OP	Ophthalmic Photography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OPR	Ophthalmic Refraction	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OPT	Ophthalmic Tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OPV	Ophthalmic Visual Field	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OSS	Optical Surface Scanner	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
OT	Other Modality	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	felhofer.lynn@gmail.com	2018.03.02	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
PX	Panoramic X-Ray	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
PT	Positron emission tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
RF	Radiofluoroscopy	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
RG	Radiographic imaging	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
RT	Radiation Therapy Device	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	felhofer.lynn@gmail.com	2018.03.02	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
SM	Slide Microscopy	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
SR	Structured Report Document	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	felhofer.lynn@gmail.com	2018.03.02	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
SRF	Subjective Refraction	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
US	Ultrasound	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
VA	Visual Acuity	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
XA	X-Ray Angiography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
XC	External-camera Photography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.2.840.10008.6.1.19_	urn:oid:1.2.840.10008.6.1.19_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 29	eventCodeList																	
T-42500	Abdominal aorta	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-B3000	Adrenal gland	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-42300	Aortic arch	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-A0100	Brain	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-45010	Carotid Artery	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-A6000	Cerebellum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-45520	Circle of Willis	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-43000	Coronary artery	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-A0191	Cranial venous system	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-41068	Iliac and/or femoral artery	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-71000	Kidney	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-62000	Liver	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
