formatCode	urn:uuid:a09d5840-386c-46f2-b5ad-9c3699a4309d																											
code	display	codingScheme	system	valueSet	valueSetIdentifier	deprecated	submitter	date	ref	comment	category																	
urn:ihe:pcc:ic:2009	Immunization Content (IC)	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:tn:2007	PCC TN	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:nn:2007	PCC NN	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:ctn:2007	PCC CTN	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:edpn:2007	PCC EDPN	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:hp:2008	PCC HP	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:ldhp:2009	PCC LDHP	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:lds:2009	PCC LDS	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:mds:2009	PCC MDS	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:nds:2010	PCC NDS	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:ppvs:2010	PCC PPVS	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:trs:2011	PCC TRS	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:ets:2011	PCC ETS	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pcc:its:2011	PCC ITS	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:appc:2016:consent	Advanced Patient Privacy Consent	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	felhofer.lynn@gmail.com	2017.11.22	https://wiki.ihe.net/index.php/IHE_Format_Codes#DICOM_defined_FormatCodes	Directly from IHE documentation	formatCode																	
urn:ihe:iti:bppc:2007	Basic Patient Privacy Consents	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:bppc-sd:2007	Basic Patient Privacy Consents with Scanned Document	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:xdw:2011:workflowDoc	XDW Workflow Document	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:dsg:detached:2014	DSG Detached Document	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:dsg:enveloping:2014	DSG Enveloping Document	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:xds-sd:pdf:2008	PDF embedded in CDA per XDS-SD profile	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:xds-sd:text:2008	Text embedded in CDA per XDS-SD profile	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:iti:xds:2017:mimeTypeSufficient	mimeType is sufficient  to identify technical format of a document	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	felhofer.lynn@gmail.com	2017.12.08	per CP	Introduced to Vol 3 in CP-ITI-1060	formatCode																	
urn:ihe:lab:xd-lab:2008	CDA Laboratory Report	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:rad:TEXT	Radiology XDS-I Text	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:rad:PDF	Radiology XDS-I PDF	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:rad:CDA:ImagingReportStructuredHeadings:2013	Radiology XDS-I Structured CDA	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
1.2.840.10008.5.1.4.1.1.88.59	Key Object Selection Document	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	felhofer.lynn@gmail.com	2019.06.24	https://wiki.ihe.net/index.php/IHE_Format_Codes#DICOM_defined_FormatCodes	the system value is same used for DICOM in eventCodeList	formatCode																	
urn:ihe:card:imaging:2011	Cardiac Imaging Report	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:card:CRC:2012	Cardiology CRC	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:card:EPRC-IE:2014	Cardiology EPRC-IE	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:dent:TEXT	Dental Text	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:dent:PDF	Dental PDF	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:dent:CDA:ImagingReportStructuredHeadings:2013	Dental CDA	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	moore.stephen.m@wustl.edu	2017.10.03	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:palm:aspr:2016	Anatomic Pathology Structured Report 	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	no	felhofer.lynn@gmail.com	2018.10.01																				
urn:ihe:pat:apsr:all:2010	Anatomic Pathology Structured Report All	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:all:2010	Anatomic Pathology Structured Report Cancer All	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:breast:2010	Anatomic Pathology Structured Report Cancer Breast	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:colon:2010	Anatomic Pathology Structured Report Cancer Colon	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:prostate:2010	Anatomic Pathology Structured Report Cancer Prostate	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:thyroid:2010	Anatomic Pathology Structured Report Cancer Thyroid	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:lung:2010	Anatomic Pathology Structured Report Cancer Lung	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:skin:2010	Anatomic Pathology Structured Report Cancer Skin	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:kidney:2010	Anatomic Pathology Structured Report Cancer Kidney	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:cervix:2010	Anatomic Pathology Structured Report Cancer Cervix	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:endometrium:2010	Anatomic Pathology Structured Report Cancer Endometrium	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:ovary:2010	Anatomic Pathology Structured Report Cancer Ovary	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:esophagus:2010	Anatomic Pathology Structured Report Cancer Esophagus	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:stomach:2010	Anatomic Pathology Structured Report Cancer Stomach	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:liver:2010	Anatomic Pathology Structured Report Cancer Liver	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:pancreas:2010	Anatomic Pathology Structured Report Cancer Pancreas	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:testis:2010	Anatomic Pathology Structured Report Cancer Testis	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
urn:ihe:pat:apsr:cancer:urinary_bladder:2010	Anatomic Pathology Structured Report Cancer Urinary Bladder	1.3.6.1.4.1.19376.1.2.3	http://ihe.net/fhir/ValueSet/IHE.FormatCode.codesystem	1.3.6.1.4.1.19376.1.2.7.1	urn:oid:1.3.6.1.4.1.19376.1.2.7.1	yes	felhofer.lynn@gmail.com	2018.10.01	https://wiki.ihe.net/index.php/IHE_Format_Codes and http://hl7.org/fhir/valueset-formatcodes.html	Directly from IHE documentation	formatCode																	
